fdc_id,Calcium,Carbohydrate,Copper,Energy,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Fatty acids, total saturated",Fiber,Folate,Folic acid,Iron,Magnesium,Niacin,Phosphorus,Protein,Retinol,Riboflavin,Selenium,Sugar,Thiamin,Vitamin A,Vitamin B-12,Vitamin B-6,Vitamin C,Vitamin E,Zinc,FoV
2342198,205,4.68,0.086,47,0.317,0.407,0.277,3.6,65,0,1.1,30,1.539,73,4.91,2,0.208,5.4,0.84,0.114,222,0.05,0.193,40.5,1.46,0.5,Vegetable
2342905,19,11.8,0.133,86,1.052,1.091,0.374,4,86,0,1.68,23,0.65,89,4.32,0,0.047,1.7,2.08,0.091,7,0,0.111,3.2,0.56,0.63,Vegetable
2342956,33,3.07,0.038,32,0.438,0.106,1.153,1.1,34,0,0.25,15,0.303,17,0.7,18,0.042,0.3,1.61,0.089,29,0,0.037,4.7,0.2,0.18,Vegetable
2344560,95,4.13,0.065,196,5.849,3.57,4.76,1.1,13,2,0.89,15,1.582,110,9.29,35,0.113,8.6,1.59,0.054,46,0.67,0.214,39,1.64,1.96,Vegetable
2344561,69,9.87,0.069,177,4.293,2.588,3.51,1,19,8,0.99,14,1.464,100,7.88,36,0.108,9.3,2.22,0.069,46,0.52,0.177,28.3,1.38,1.54,Vegetable
2344562,87,11.93,0.063,164,3.864,3.271,3.068,1.2,26,16,0.63,13,0.784,73,3.84,32,0.071,5.5,1.51,0.085,43,0.06,0.151,36.7,1.53,0.61,Vegetable
2344563,14,9.86,0.071,99,1.884,0.972,1.193,1,22,12,0.83,14,1.408,54,4.75,0,0.041,4.7,2.05,0.068,26,0.35,0.132,10.9,0.72,1.08,Vegetable
2344564,13,13.04,0.068,77,0.824,0.855,0.315,1.2,27,17,0.61,13,0.86,33,1.6,0,0.02,2.5,2.27,0.08,25,0,0.104,13,0.67,0.29,Vegetable
2344658,37,13.34,0.042,53,0.06,0.065,0.039,1.8,16,0,0.15,12,0.376,20,0.81,0,0.036,0.1,10.58,0.058,34,0,0.078,26.7,0.2,0.07,Fruit
2344659,22,10.66,0.032,42,0.02,0.036,0.021,1.6,13,0,0.08,9,0.204,18,0.77,0,0.031,0.1,6.89,0.043,58,0,0.053,31.2,0.13,0.07,Fruit
2344660,15,9.15,0.067,36,0.014,0.024,0.014,0.4,9,0,0.41,10,0.249,10,0.58,0,0.021,0.9,8.75,0.039,0,0,0.02,21.8,0.09,0.09,Fruit
2344661,62,15.9,0.095,71,0.154,0.171,0.103,6.5,17,0,0.86,20,0.429,19,1.88,0,0.09,0,9.36,0.037,15,0,0.036,43.9,0.15,0.17,Fruit
2344662,26,9.32,0.037,29,0.011,0.089,0.039,2.8,11,0,0.6,8,0.1,16,1.1,0,0.02,0.4,2.5,0.04,1,0,0.08,53,0.15,0.06,Fruit
2344664,33,10.54,0.065,30,0.019,0.055,0.022,2.8,8,0,0.6,6,0.2,18,0.7,0,0.02,0.4,1.69,0.03,2,0,0.043,29.1,0.22,0.11,Fruit
2344665,42,11.78,0.054,50,0.023,0.025,0.015,2.2,28,0,0.22,10,0.354,18,0.92,0,0.046,0.2,8.96,0.078,11,0,0.07,56.2,0.18,0.09,Fruit
2344666,11,11.82,0.032,46,0.005,0.005,0.003,0.7,5,0,0.26,11,0.434,10,0.6,0,0.028,0.4,11.14,0.08,42,0,0.041,33.3,0.1,0.5,Fruit
2344667,11,9.57,0.033,37,0.005,0.005,0.003,0.7,5,0,0.27,11,0.445,10,0.62,0,0.029,0.4,8.87,0.082,43,0,0.042,34.2,0.1,0.51,Fruit
2344668,10,14.07,0.032,55,0.005,0.005,0.003,0.7,5,0,0.26,10,0.423,10,0.59,0,0.028,0.4,13.42,0.078,41,0,0.04,32.5,0.1,0.48,Fruit
2344669,37,13.34,0.042,53,0.06,0.065,0.039,1.8,16,0,0.15,12,0.376,20,0.81,0,0.036,0.1,10.58,0.058,34,0,0.078,26.7,0.2,0.07,Fruit
2344689,11,10.18,0.034,47,0.022,0.03,0.014,0.3,30,0,0.06,10,0.034,18,0.77,0,0.039,0.1,8.18,0.073,2,0,0.042,28.7,0.2,0.03,Fruit
2344690,39,78.62,0.219,298,0.153,0.111,0.104,4.8,10,0,1.3,24,1.006,64,2.28,0,0.087,0.9,66.33,0.065,25,0,0.146,5.5,1.52,0.28,Fruit
2344691,14,65.89,0.191,243,0.013,0.093,0.052,8.7,0,0,1.4,16,0.927,38,0.93,0,0.159,1.3,57.19,0,0,0,0.125,3.9,0.53,0.2,Fruit
2344692,55,62.64,0.343,241,0.074,0.074,0.017,7.3,10,0,2.66,32,2.589,71,3.39,0,0.074,2.2,53.44,0.015,180,0,0.143,1,4.33,0.39,Fruit
2344693,19,80,0.16,317,0.405,1.3,0.2,7.5,12,0,0.9,18,1.154,36,2.5,0,0.127,0.6,67.5,0.092,7,0,0.152,23.8,2.35,0.49,Fruit
2344694,38,80.45,0.229,333,0.177,0.194,0.146,2.5,11,0,0.68,22,0.867,36,1.25,0,0.101,0.4,67.15,0.058,141,0,0.101,19.3,0.17,0.25,Fruit
2344695,18,58.4,0.205,519,1.95,0.63,28.97,7.7,14,0,1.25,76,0.71,56,2.3,0,0.017,1.5,35.34,0.085,4,0,0.26,6.3,0.24,0.75,Fruit
2344696,88,76.98,0.298,290,0.021,0.047,0.085,4.4,10,0,1.88,36,1.615,99,3.43,0,0.142,0.7,62.28,0.16,4,0,0.296,4.7,0.11,0.37,Fruit
2344697,9,82.8,0.063,308,0.298,0.182,0.088,5.3,0,0,0.39,4,0.548,8,0.17,0,0.028,0.6,72.56,0.013,2,0,0.038,0.2,2.1,0.1,Fruit
2344698,39,75.03,0.206,282,0.036,0.019,0.032,8,19,0,1.02,43,1.274,62,2.45,0,0.066,3,63.35,0.052,0,0,0.165,0.4,0.05,0.29,Fruit
2344699,162,63.9,0.287,277,0.159,0.345,0.144,9.8,9,0,2.03,68,0.619,67,3.3,0,0.082,0.6,47.9,0.085,0,0,0.106,1.2,0.36,0.66,Fruit
2344700,0,78.58,0.3,319,0.439,0.222,0.287,2.4,68,0,0.23,20,2,50,2.45,0,0.085,2.1,66.27,0.062,67,0,0.334,42.3,4.02,0.3,Fruit
2344701,54,75.43,0.123,302,0.191,0.154,0.215,4.5,49,0,0.69,56,0.853,27,1.25,0,0.073,1.9,67.55,0.043,62,0,0.091,32.4,0.8,0.22,Fruit
2344702,28,61.33,0.364,239,0.278,0.367,0.082,8.2,0,0,4.06,42,4.375,119,3.61,0,0.212,0.5,41.74,0.002,108,0,0.067,4.8,0.19,0.57,Fruit
2344703,34,69.7,0.371,262,0.132,0.148,0.035,7.5,0,0,2.1,33,1.372,59,1.87,0,0.145,0.2,62.2,0.008,0,0,0.072,7,0.06,0.39,Fruit
2344704,22,96.07,0.303,374,0.098,0.114,0.053,9.6,11,0,0.42,24,0.239,45,1.54,0,0.057,1.9,80.06,0.056,108,0,0.239,4,1.94,0.3,Fruit
2344705,35,81.54,0.295,321,0.035,0.106,0.024,3.7,24,0,0.79,32,1.195,21,1.43,0,0.085,0.5,72.94,0.147,4,0,0.268,25.4,0.05,0.32,Fruit
2344706,43,63.88,0.281,240,0.053,0.062,0.088,7.1,4,0,0.93,41,1.882,69,2.18,0,0.186,0.3,38.13,0.051,39,0,0.205,0.6,0.43,0.44,Fruit
2344707,62,79.32,0.272,299,0.024,0.053,0.094,4.5,5,0,1.79,36,0.766,98,3.3,0,0.125,0.6,65.18,0.106,0,0,0.174,2.3,0.12,0.36,Fruit
2344708,67,66.21,0.078,255,0.163,0.053,0.245,4.6,6,0,2.52,83,1.57,102,2.52,0,0.125,1.2,44.9,0.27,1,0,0.053,0.6,0.09,0.09,Fruit
2344709,12,16,0.078,65,0.02,0.053,0.052,1.8,11,0,0.15,14,0.356,17,0.65,0,0.026,0.2,11.88,0.05,5,0,0.101,19.6,0.18,0.11,Fruit
